hrg_code,hrg_description
AA18D,"Minor Intracranial Procedures Except Trauma, with Brain Tumours or Cerebral Cysts, with CC Score 0-2"
AA19C,"Minor Intracranial Procedures Except Trauma, with Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5+"
AA19D,"Minor Intracranial Procedures Except Trauma, with Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 3-4"
AA19E,"Minor Intracranial Procedures Except Trauma, with Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-2"
AA20C,"Minor Intracranial Procedures Except Trauma, with Muscular, Balance, Cranial or Peripheral Nerve Disorders, or Epilepsy, with CC Score 2+"
AA20D,"Minor Intracranial Procedures Except Trauma, with Muscular, Balance, Cranial or Peripheral Nerve Disorders, or Epilepsy, with CC Score 0-1"
AA21C,"Minor Intracranial Procedures Except Trauma, with Other Diagnoses, with CC Score 8+"
AA21D,"Minor Intracranial Procedures Except Trauma, with Other Diagnoses, with CC Score 5-7"
AA21E,"Minor Intracranial Procedures Except Trauma, with Other Diagnoses, with CC Score 3-4"
AA21F,"Minor Intracranial Procedures Except Trauma, with Other Diagnoses, with CC Score 1-2"
AA21G,"Minor Intracranial Procedures Except Trauma, with Other Diagnoses, with CC Score 0"
AA22C,"Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 14+"
AA22D,"Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 11-13"
AA22E,"Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 8-10"
AA22F,"Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 5-7"
AA22G,"Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 0-4"
AA23C,Haemorrhagic Cerebrovascular Disorders with CC Score 14+
AA23D,Haemorrhagic Cerebrovascular Disorders with CC Score 10-13
AA23E,Haemorrhagic Cerebrovascular Disorders with CC Score 6-9
AA23F,Haemorrhagic Cerebrovascular Disorders with CC Score 3-5
AA23G,Haemorrhagic Cerebrovascular Disorders with CC Score 0-2
AA24C,"Brain Tumours or Cerebral Cysts, with CC Score 11+"
AA24D,"Brain Tumours or Cerebral Cysts, with CC Score 8-10"
AA24E,"Brain Tumours or Cerebral Cysts, with CC Score 6-7"
AA24F,"Brain Tumours or Cerebral Cysts, with CC Score 4-5"
AA24G,"Brain Tumours or Cerebral Cysts, with CC Score 2-3"
AA24H,"Brain Tumours or Cerebral Cysts, with CC Score 0-1"
AA25C,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+"
AA25D,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13"
AA25E,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10"
AA25F,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7"
AA25G,"Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4"
AA26C,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+"
AA26D,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14"
AA26E,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11"
AA26F,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8"
AA26G,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5"
AA26H,"Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2"
AA27Z,Medical Care of Patients with Alzheimer's Disease
AA28C,Motor Neuron Disease with CC Score 8+
AA28D,Motor Neuron Disease with CC Score 5-7
AA28E,Motor Neuron Disease with CC Score 2-4
AA28F,Motor Neuron Disease with CC Score 0-1
AA29C,Transient Ischaemic Attack with CC Score 11+
AA29D,Transient Ischaemic Attack with CC Score 8-10
AA29E,Transient Ischaemic Attack with CC Score 5-7
AA29F,Transient Ischaemic Attack with CC Score 0-4
AA30C,"Medical Care of Patients with Multiple Sclerosis, with CC Score 8+"
AA30D,"Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7"
AA30E,"Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4"
AA30F,"Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1"
AA31C,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+"
AA31D,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10"
AA31E,"Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6"
AA32Z,Neuropsychology Tests
AA33C,"Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over"
AA33D,"Conventional EEG, EMG or Nerve Conduction Studies, 18 years and under"
AA35A,Stroke with CC Score 16+
AA35B,Stroke with CC Score 13-15
AA35C,Stroke with CC Score 10-12
AA35D,Stroke with CC Score 7-9
AA35E,Stroke with CC Score 4-6
AA35F,Stroke with CC Score 0-3
AA36Z,"Major Intracranial Procedures Except Trauma, with Stroke"
AA37Z,"Intermediate Intracranial Procedures Except Trauma, with Stroke"
AA38Z,"Minor Intracranial Procedures Except Trauma, with Stroke"
AA39Z,Long Term EEG Monitoring
AA40Z,Complex Long Term EEG Monitoring
AA41Z,Sleep Studies
AA42Z,Complex Sleep Studies
AB02Z,Complex Major Pain Procedures
AB03Z,Complex Pain Procedures
AB04Z,Major Pain Procedures
AB05Z,Intermediate Pain Procedures
AB06Z,Minor Pain Procedures
AB07Z,Insertion of Neurostimulator or Intrathecal Drug Delivery Device
AB08Z,Pain Radiofrequency Treatments
AB09Z,Other Specified Pain Procedures
AB10Z,Unspecified Pain Procedures
AB11Z,Cognitive Behavioural Therapy
BZ01A,Enhanced Cataract Surgery with CC Score 2+
BZ01B,Enhanced Cataract Surgery with CC Score 0-1
BZ02A,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 5+"
BZ02B,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 2-4"
BZ02C,"Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1"
BZ03A,Non-Phacoemulsification Cataract Surgery with CC Score 1+
BZ03B,Non-Phacoemulsification Cataract Surgery with CC Score 0
BZ04A,Lens Capsulotomy with CC Score 1+
BZ04B,Lens Capsulotomy with CC Score 0
BZ05A,Major Oculoplastics Procedures with CC Score 1+
BZ05B,Major Oculoplastics Procedures with CC Score 0
BZ06B,"Intermediate Oculoplastics Procedures, 18 years and under"
BZ06C,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+"
BZ06D,"Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1"
BZ07B,"Minor Oculoplastics Procedures, 18 years and under"
BZ07C,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 3+"
BZ07D,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 1-2"
BZ07E,"Minor Oculoplastics Procedures, 19 years and over, with CC Score 0"
BZ08B,"Major Orbits or Lacrimal Procedures, 18 years and under"
BZ08C,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 1+"
BZ08D,"Major Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0"
BZ09B,"Intermediate Orbits or Lacrimal Procedures, 18 years and under"
BZ09C,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 2+"
BZ09D,"Intermediate Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1"
BZ10B,"Minor Orbits or Lacrimal Procedures, 18 years and under"
BZ10C,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 2+"
BZ10D,"Minor Orbits or Lacrimal Procedures, 19 years and over, with CC Score 0-1"
BZ11A,"Major Cornea or Sclera Procedures, with CC Score 1+"
BZ11B,"Major Cornea or Sclera Procedures, with CC Score 0"
BZ12A,"Intermediate Cornea or Sclera Procedures, with CC Score 1+"
BZ12B,"Intermediate Cornea or Sclera Procedures, with CC Score 0"
BZ13A,"Minor Cornea or Sclera Procedures, with CC Score 1+"
BZ13B,"Minor Cornea or Sclera Procedures, with CC Score 0"
BZ14A,"Major Ocular Motility Procedures, 19 years and over"
BZ14B,"Major Ocular Motility Procedures, 18 years and under"
BZ15B,"Intermediate Ocular Motility Procedures, 18 years and under"
BZ15C,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 1+"
BZ15D,"Intermediate Ocular Motility Procedures, 19 years and over, with CC Score 0"
BZ16A,"Minor Ocular Motility Procedures, 19 years and over"
BZ16B,"Minor Ocular Motility Procedures, 18 years and under"
BZ17A,Major Glaucoma Procedures with CC Score 1+
BZ17B,Major Glaucoma Procedures with CC Score 0
BZ18A,Intermediate Glaucoma Procedures with CC Score 1+
BZ18B,Intermediate Glaucoma Procedures with CC Score 0
BZ19A,Minor Glaucoma Procedures with CC Score 1+
BZ19B,Minor Glaucoma Procedures with CC Score 0
BZ20A,Complex Vitreous Retinal Procedures with CC Score 1+
BZ20B,Complex Vitreous Retinal Procedures with CC Score 0
BZ21A,Major Vitreous Retinal Procedures with CC Score 3+
BZ21B,Major Vitreous Retinal Procedures with CC Score 1-2
BZ21C,Major Vitreous Retinal Procedures with CC Score 0
BZ22A,Intermediate Vitreous Retinal Procedures with CC Score 2+
BZ22B,Intermediate Vitreous Retinal Procedures with CC Score 0-1
BZ23Z,Minor Vitreous Retinal Procedures
BZ24D,Non-Surgical Ophthalmology with Interventions
BZ24E,"Non-Surgical Ophthalmology without Interventions, with CC Score 5+"
BZ24F,"Non-Surgical Ophthalmology without Interventions, with CC Score 2-4"
BZ24G,"Non-Surgical Ophthalmology without Interventions, with CC Score 0-1"
CA01Z,Complex Neck Procedures
CA02A,Very Major Neck Procedures with CC Score 2+
CA02B,Very Major Neck Procedures with CC Score 0-1
CA03A,Major Neck Procedures with CC Score 2+
CA03B,Major Neck Procedures with CC Score 0-1
CA04A,"Intermediate Neck Procedures, 19 years and over"
CA04B,"Intermediate Neck Procedures, 18 years and under"
CA05A,"Minor Neck Procedures, 19 years and over"
CA05B,"Minor Neck Procedures, 18 years and under"
CA10A,"Septorhinoplasty, 19 years and over"
CA10B,"Septorhinoplasty, 18 years and under"
CA11A,"Septoplasty, 19 years and over"
CA11B,"Septoplasty, 18 years and under"
CA12Z,Major Treatment of Epistaxis
CA13A,"Minor Treatment of Epistaxis, 19 years and over"
CA13B,"Minor Treatment of Epistaxis, 18 years and under"
CA14Z,Nasal Polypectomy
CA15Z,"Excision or Biopsy, of Lesion of Internal Nose"
CA16Z,"Excision or Biopsy, of Lesion of External Nose"
CA20Z,Complex Nose Procedures
CA21Z,Very Major Nose Procedures
CA22Z,Major Nose Procedures
CA23Z,Intermediate Nose Procedures
CA24A,"Minor Nose Procedures, 19 years and over"
CA24B,"Minor Nose Procedures, 18 years and under"
CA25A,"Minimal Nose Procedures, 19 years and over"
CA25B,"Minimal Nose Procedures, 18 years and under"
CA26Z,Complex Sinus Procedures
CA27Z,Major Sinus Procedures
CA28Z,Intermediate Sinus Procedures
CA29Z,Minor Sinus Procedures
CA30A,"Radical or Revisional, Mastoid Procedures, 19 years and over"
CA30B,"Radical or Revisional, Mastoid Procedures, 18 years and under"
CA31Z,"Simple or Cortical, Mastoid Procedures"
CA32A,"Tympanoplasty, 19 years and over"
CA32B,"Tympanoplasty, 18 years and under"
CA33Z,Pinnaplasty
CA34A,"Excision or Biopsy, of Lesion of External Ear, 19 years and over"
CA34B,"Excision or Biopsy, of Lesion of External Ear, 18 years and under"
CA35A,"Insertion of Grommets, 19 years and over"
CA35B,"Insertion of Grommets, between 2 and 18 years"
CA35C,"Insertion of Grommets, 1 year and under"
CA36A,"Clearance of External Auditory Canal, 19 years and over"
CA36B,"Clearance of External Auditory Canal, 18 years and under"
CA37A,"Audiometry or Hearing Assessment, 19 years and over"
CA37B,"Audiometry or Hearing Assessment, between 5 and 18 years"
CA37C,"Audiometry or Hearing Assessment, 4 years and under"
CA38A,"Evoked Potential Recording, 19 years and over"
CA38B,"Evoked Potential Recording, 18 years and under"
CA39Z,Fixture for Bone Anchored Hearing Aids
CA40Z,Fitting of Bone Anchored Hearing Aids
CA41Z,Bilateral Cochlear Implants
CA42Z,Unilateral Cochlear Implant
CA43Z,Balance Assessment
CA50Z,Complex Ear Procedures
CA51A,"Very Major Ear Procedures, 19 years and over"
CA51B,"Very Major Ear Procedures, 18 years and under"
CA52A,"Major Ear Procedures, 19 years and over"
CA52B,"Major Ear Procedures, 18 years and under"
CA53A,"Intermediate Ear Procedures, 19 years and over"
CA53B,"Intermediate Ear Procedures, 18 years and under"
CA54A,"Minor Ear Procedures, 19 years and over"
CA54B,"Minor Ear Procedures, 18 years and under"
CA55A,"Minimal Ear Procedures, 19 years and over"
CA55B,"Minimal Ear Procedures, 18 years and under"
CA60A,"Tonsillectomy, 19 years and over"
CA60B,"Tonsillectomy, 18 years and under"
CA61Z,Adenotonsillectomy
CA62Z,Adenoidectomy
CA63Z,Tracheostomy
CA64Z,Uvulopalatoplasty or Uvulopalatopharyngoplasty
CA65Z,Frenotomy or Frenectomy
CA66A,"Excision or Biopsy, of Lesion of Mouth, 19 years and over"
CA66B,"Excision or Biopsy, of Lesion of Mouth, 18 years and under"
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+"
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1"
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over"
CA68B,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under"
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over"
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years"
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under"
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over"
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under"
CA80A,"Very Complex, Mouth or Throat Procedures, with CC Score 5+"
CA80B,"Very Complex, Mouth or Throat Procedures, with CC Score 2-4"
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1"
CA81A,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1"
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years"
CA81D,"Complex, Mouth or Throat Procedures, 1 year and under"
CA82A,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1"
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under"
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over"
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years"
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under"
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over"
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years"
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under"
CA90Z,Very Complex Maxillofacial Procedures
CA91A,Complex Maxillofacial Procedures with CC Score 1+
CA91B,Complex Maxillofacial Procedures with CC Score 0
CA92A,Very Major Maxillofacial Procedures with CC Score 1+
CA92B,Very Major Maxillofacial Procedures with CC Score 0
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0"
CA93C,"Major Maxillofacial Procedures, 18 years and under"
CA94Z,Intermediate Maxillofacial Procedures
CA95Z,Minor Maxillofacial Procedures
CA96Z,"Reduction or Fixation, of Jaw"
CA97Z,"Reduction or Fixation, of Cheekbone"
CA98Z,Reduction of Fracture of Nasal Bone
CB01A,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+"
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4"
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0"
CD01A,"Major Dental Procedures, 19 years and over"
CD01B,"Major Dental Procedures, 18 years and under"
CD02A,"Intermediate Dental Procedures, 19 years and over"
CD02B,"Intermediate Dental Procedures, 18 years and under"
CD03A,"Minor Dental Procedures, 19 years and over"
CD03B,"Minor Dental Procedures, 18 years and under"
CD04A,"Major Surgical Removal of Tooth, 19 years and over"
CD04B,"Major Surgical Removal of Tooth, 18 years and under"
CD05A,"Surgical Removal of Tooth, 19 years and over"
CD05B,"Surgical Removal of Tooth, 18 years and under"
CD06A,"Extraction of Multiple Teeth, 19 years and over"
CD06B,"Extraction of Multiple Teeth, 18 years and under"
CD07A,"Minor Extraction of Tooth, 19 years and over"
CD07B,"Minor Extraction of Tooth, 18 years and under"
CD08Z,Minor Dental Biopsy
CD09A,"Minor Dental Restoration Procedures, 19 years and over"
CD09B,"Minor Dental Restoration Procedures, 18 years and under"
CD10A,"Creation of Dental Impression, 19 years and over"
CD10B,"Creation of Dental Impression, 18 years and under"
CD11A,"Dental Fitting or Insertion Procedures, 19 years and over"
CD11B,"Dental Fitting or Insertion Procedures, 18 years and under"
CD12A,"Adjustment of Dental Device, 19 years and over"
CD12B,"Adjustment of Dental Device, 18 years and under"
DZ01Z,Lung Transplant
DZ02H,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2"
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years"
DZ02M,"Complex Thoracic Procedures, 1 year and under"
DZ06A,"Minor Thoracic Procedures, 19 years and over"
DZ06B,"Minor Thoracic Procedures, 18 years and under"
DZ07A,"Fibreoptic Bronchoscopy, 19 years and over"
DZ07B,"Fibreoptic Bronchoscopy, 18 years and under"
DZ08Z,Rigid Bronchoscopy
DZ09D,Pulmonary Embolus with CC Score 12+
DZ09E,Pulmonary Embolus with CC Score 9-11
DZ09F,Pulmonary Embolus with CC Score 6-8
DZ09G,Pulmonary Embolus with CC Score 3-5
DZ09H,Pulmonary Embolus with CC Score 0-2
DZ10D,Lung Abscess-Empyema with CC Score 10+
DZ10E,Lung Abscess-Empyema with CC Score 7-9
DZ10F,Lung Abscess-Empyema with CC Score 3-6
DZ10G,Lung Abscess-Empyema with CC Score 0-2
DZ11D,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+"
DZ11E,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14"
DZ11F,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11"
DZ11G,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8"
DZ11H,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5"
DZ11J,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2"
DZ12C,Bronchiectasis with CC Score 8+
DZ12D,Bronchiectasis with CC Score 5-7
DZ12E,Bronchiectasis with CC Score 2-4
DZ12F,Bronchiectasis with CC Score 0-1
DZ13A,Cystic Fibrosis with CC Score 1+
DZ13B,Cystic Fibrosis with CC Score 0
DZ14C,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+"
DZ14D,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4"
DZ14E,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1"
DZ15G,Asthma with Intubation
DZ15H,"Asthma without Intubation, with CC Score 9+"
DZ15J,"Asthma without Intubation, with CC Score 6-8"
DZ15K,"Asthma without Intubation, with CC Score 3-5"
DZ15L,"Asthma without Intubation, with CC Score 0-2"
DZ16D,Pleural Effusion with CC Score 12+
DZ16E,Pleural Effusion with CC Score 8-11
DZ16F,Pleural Effusion with CC Score 4-7
DZ16G,Pleural Effusion with CC Score 0-3
DZ17E,Respiratory Neoplasms with CC Score 11+
DZ17F,Respiratory Neoplasms with CC Score 8-10
DZ17G,Respiratory Neoplasms with CC Score 5-7
DZ17H,Respiratory Neoplasms with CC Score 3-4
DZ17J,Respiratory Neoplasms with CC Score 1-2
DZ17K,Respiratory Neoplasms with CC Score 0
DZ18A,Sleeping Disorders Affecting Breathing with CC Score 5+
DZ18B,Sleeping Disorders Affecting Breathing with CC Score 2-4
DZ18C,Sleeping Disorders Affecting Breathing with CC Score 0-1
DZ19D,Other Respiratory Disorders with CC Score 12+
DZ19E,Other Respiratory Disorders with CC Score 9-11
DZ19F,Other Respiratory Disorders with CC Score 6-8
DZ19G,Other Respiratory Disorders with CC Score 0-5
DZ20A,Pulmonary Oedema with CC Score 9+
DZ20B,Pulmonary Oedema with CC Score 4-8
DZ20C,Pulmonary Oedema with CC Score 0-3
DZ21A,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home"
DZ21L,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation"
DZ21M,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 8+"
DZ21N,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 4-7"
DZ21P,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3"
DZ21Q,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 13+"
DZ21R,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 10-12"
DZ21S,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9"
DZ21T,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6"
DZ21U,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3"
DZ22D,Unspecified Acute Lower Respiratory Infection with CC Score 14+
DZ22E,Unspecified Acute Lower Respiratory Infection with CC Score 11-13
DZ22F,Unspecified Acute Lower Respiratory Infection with CC Score 8-10
DZ22G,Unspecified Acute Lower Respiratory Infection with CC Score 5-7
DZ22H,Unspecified Acute Lower Respiratory Infection with CC Score 2-4
DZ22J,Unspecified Acute Lower Respiratory Infection with CC Score 0-1
